,image_name, comment_number, comment
136891,565088263.jpg, 1, Two people are using protective gear while they climb high on a metal frame .
136892,565088263.jpg, 2, Two men in safety harnesses climbing on a construction of metal bars .
136893,565088263.jpg, 3, Two men that are latched and secured working .
136894,565088263.jpg, 4, There are two workers climbing a structure .
153080,7709367894.jpg, 0," 2 men play basketball , Paul ( number 13 ) on the white team has possession of the ball with his back to us , as number 4 on the blue team plays defense against him ."
153081,7709367894.jpg, 1," A man in a white jersey , with the name "" Paul "" and number 13 written on it , is being guarded on a basketball court by a man wearing a black , Visa jersey ."
153082,7709367894.jpg, 2," Two men on a basketball court one in white and red the other in blue , the player in white is throwing the ball in while teammates look on ."
153083,7709367894.jpg, 3, One basketball player wearing a white jersey trying to pass the basketball into bounds while the other team blocks him .
153084,7709367894.jpg, 4, The Basketball player is trying to make a three pointer and is being blocked by number four .
76215,3556039987.jpg, 0," A girl playing kicking a soccer ball , in her team uniform green shorts white shirt and green socks ."
76216,3556039987.jpg, 1, A boy wearing a white shirt and green shorts kicks a soccer ball .
76217,3556039987.jpg, 2, A child in a white and green soccer uniform kicks a white ball .
76218,3556039987.jpg, 3, Young kid kicking a soccer ball during a game .
76219,3556039987.jpg, 4, Woman getting ready to dance .
71210,3446762868.jpg, 0, The skateboarder is leaping in the air in front of the telegraph pole .
71211,3446762868.jpg, 1, Skateboarder in jeans and t-shirt performing jump .
71212,3446762868.jpg, 2, A skateboarder in the air in front of wires .
71213,3446762868.jpg, 3, A skateboarder does a trick in midair .
71214,3446762868.jpg, 4, a skateboarder jumps into the air .
100050,4462984753.jpg, 0, A kiteboarder wearing a helmet and goggles rides across a snowy landscape .
100051,4462984753.jpg, 1, The lady in the blue jacket is sky driving into the south pole .
100052,4462984753.jpg, 2, Person holds onto tightropes in a snowy landscape .
100053,4462984753.jpg, 3, A young man is having fun snowboarding .
100054,4462984753.jpg, 4, A man hooked up and ready to fly .
66440,3341961913.jpg, 0, A hockey player in a black and white uniform guarding the goal .
66441,3341961913.jpg, 1, The ice hockey goal keeper is dressed in a red strip .
66442,3341961913.jpg, 2, A goal defending the goal in a hockey game .
66443,3341961913.jpg, 3, A hockey goalie ready for the puck .
66444,3341961913.jpg, 4, A person guarding a hockey goal .
140815,6139525250.jpg, 0," A football game between a gold team and a white team , a team member from the gold team is signing a time-out ."
140816,6139525250.jpg, 1, Two football teams crouched ready to play with one many calling timeout with his hands .
140817,6139525250.jpg, 2, A football player is calling a time out while his teammates prepare to play football .
140818,6139525250.jpg, 3, Quarterback calling a timeout during a game .
140819,6139525250.jpg, 4, A football player calling a time out .
28310,241347760.jpg, 0, A Oklahoma Sooners football player wearing his jersey number 28 .
28311,241347760.jpg, 1, A Sooners football player weas the number 28 and black armbands .
28312,241347760.jpg, 2, A man is wearing a Sooners red football shirt and helmet .
28313,241347760.jpg, 3, The American footballer is wearing a red and white strip .
28314,241347760.jpg, 4, Guy in red and white football uniform
21950,2251747182.jpg, 0, The boy in the white jersey is dribbling the orange Wizards basketball .
21951,2251747182.jpg, 1," A young boy , playing basketball , is getting ready to take a shot ."
21952,2251747182.jpg, 2, The little boy in the red shorts is going to shoot a basket .
21953,2251747182.jpg, 3, A young boy holding a basketball about to shoot .
21954,2251747182.jpg, 4, A boy playing basketball in a gym
156005,8172074137.jpg, 0," A young boy playing soccer is hit in the head by the ball , and three other players race toward him while a crowd looks on ."
156006,8172074137.jpg, 1," A boy on the soccer pitch wearing red shorts and a white shirt heads the ball , while being watched by two other players ."
156007,8172074137.jpg, 2," Two teams , one wearing white , the other orange , playing soccer on a sunny day ."
156008,8172074137.jpg, 3," Ow , my head , you silly a-hole watch what you are doing next time ."
156009,8172074137.jpg, 4, A soccer team is practicing or playing the game .
146810,6902201445.jpg, 0," A mustachioed man in hockey gear is skating on ice , holding a hockey stick , while a puck is flying toward him ."
146811,6902201445.jpg, 1, An older man wearing ice skates and holding a hockey stick looks at a hockey puck in midair .
146812,6902201445.jpg, 2, A man in a yellow jersey with a large mustache is playing hockey outside .
146813,6902201445.jpg, 3, A man with a mustache is playing ice hockey with snow in the background .
146814,6902201445.jpg, 4, A man wearing a yellow shirt and black pants playing hockey .
14455,197504190.jpg, 0, Two little boys are playing outside with their soccer ball on the green grass .
14456,197504190.jpg, 1, Two children are playing with a soccer ball on grass .
14457,197504190.jpg, 2, Two children playing with a ball on the grass .
14458,197504190.jpg, 3, Two boys in a field kicking a soccer ball .
14459,197504190.jpg, 4, Two children play soccer in the park .
85920,3819214047.jpg, 0, A teenage man in a green shirt and bright red beanie sits on his skateboard with arms crossed over his knees .
85921,3819214047.jpg, 1," A young man with a red beanie cap , green shirt , and blue jeans , sits on his skateboard as he watches ."
85922,3819214047.jpg, 2, A skateboarder with a red hat and green shirt sitting on a skateboard watching other skaters .
85923,3819214047.jpg, 3," An adolescent in green pants , blue jeans , and a red hat is sitting on a skateboard ."
85924,3819214047.jpg, 4, One guy in a red beanie and green t-shirt sitting on a skateboard .
100720,4478838764.jpg, 0," A ski instructor wearing a orange and white jacket with orange pants is instructing eleven young children at a ski resort , with white snow all over the ground , and skiers and trees in the background ."
100721,4478838764.jpg, 1, A ski instructor in a red snowsuit addressing a group of small skiers .
100722,4478838764.jpg, 2, The children 's ski class is lined up listening to the instructor .
100723,4478838764.jpg, 3, A man in a red coat is with the children on the ski slopes .
100724,4478838764.jpg, 4, group of young children skiing on ice
30830,2470899884.jpg, 0," A young woman midair gets ready for an intense tennis match , her partner walks behind her ."
30831,2470899884.jpg, 1," A woman wearing a white shirt , blue shorts and black shoes is holding a tennis racket ."
30832,2470899884.jpg, 2, two people holding red and yellow tennis brackets in front on a fence .
30833,2470899884.jpg, 3, A girl in a white hat is jumping to play tennis .
30834,2470899884.jpg, 4, A woman in a white shirt is playing tennis .
151150,7438344154.jpg, 0, A girl in a green jersey top and blue shorts is getting ready to kick the soccer ball near the goal .
151151,7438344154.jpg, 1, A girl wearing a green jersey chases down a soccer ball in an attempt to kick it in to the net .
151152,7438344154.jpg, 2, Young female athlete shoots a goal in exciting soccer match-up .
151153,7438344154.jpg, 3, A female soccer player ready to score a goal during a game .
151154,7438344154.jpg, 4, A girl soccer player about to score a goal for her team .
142760,6318408733.jpg, 0, A tennis player in white clothes finishing a strike on a tennis ball .
142761,6318408733.jpg, 1, A man wearing white tennis clothing is swinging a tennis racket .
142762,6318408733.jpg, 2, A tennis player is hitting a tennis ball with all his might .
142763,6318408733.jpg, 3, A tennis player swinging a racket while the ball boy watch .
142764,6318408733.jpg, 4, A man playing in a tennis match .
154030,7820686892.jpg, 0," Two soccer players , one wearing white and the other green , are playing soccer and being filmed by a cameraman in the background ."
154031,7820686892.jpg, 1, Soccer player putting on moves that you thought could only happen in a video game .
154032,7820686892.jpg, 2, Two teams are competing against each other on a field in a game of soccer .
154033,7820686892.jpg, 3, Two soccer player are head to head trying to compete for the ball .
154034,7820686892.jpg, 4, Soccer players playing against each other .
28195,241346885.jpg, 0, A football player passes the football to a teammate as the crowd looks on .
28196,241346885.jpg, 1," The football players wear purple pants , gold helmets and white jerseys ."
28197,241346885.jpg, 2," Two football players make a play , while the other team looks on ."
28198,241346885.jpg, 3, Two football players fight to gain possession of the ball .
28199,241346885.jpg, 4, A quarterback hands off the football to a running back .
73650,3500505549.jpg, 0, The skateboarder does a trick on the railing while other people passing by watch .
73651,3500505549.jpg, 1, A person with glasses is performing an aerial trick on a post in the city .
73652,3500505549.jpg, 2, A person is rollerblading on a railing by a sidewalk with people .
73653,3500505549.jpg, 3, Rollerblader in red shirt is skating on a handrail .
73654,3500505549.jpg, 4, A skateboarder on a city street .
22195,2257233228.jpg, 0, Two young girls exercising to keep up with playing soccer .
22196,2257233228.jpg, 1," There are two young ladies jogging , by the ocean side ."
22197,2257233228.jpg, 2, Two girls are jogging together on a beach .
22198,2257233228.jpg, 3, Three girls are jogging and it is daytime .
22199,2257233228.jpg, 4, Two young women are jogging on the beach .
150265,7295359360.jpg, 0," Man playing for a baseball team with a blue protective hat and baseball uniform , playing for South Carolina , is swinging the bat and missing the ball ."
150266,7295359360.jpg, 1," A baseball pitch in South Carolina where the batter is wearing white and blue , and is being watched closely by four other men ."
150267,7295359360.jpg, 2," A baseball man playing baseball swings and hits a baseball , while the 4 other men look on ."
150268,7295359360.jpg, 3, A University of South Carolina baseball player hitting a ball with a bat .
150269,7295359360.jpg, 4, A player swinging and missing a baseball .
85595,3805841948.jpg, 0, A girl in a teal volleyball jersey holds a blue and white volleyball above her head .
